哈利·波特与混血王子,[英] J. K. 罗琳, 人民文学出版社,8.8,59181 
苏菲的世界,（挪威）乔斯坦·贾德, 作家出版社,8.5,58697 
海边的卡夫卡,[日] 村上春树, 上海译文出版社,8.1,58280 
小时代1.0折纸时代,郭敬明, 长江文艺出版社,6.7,58059 
恶意,[日] 东野圭吾, 南海出版公司,8.4,57687 
盗墓笔记,南派三叔, 中国友谊出版公司,8.4,56881 
兄弟（上）,余华, 上海文艺出版社,8.3,55930 
哈利·波特与凤凰社,[英] J. K. 罗琳, 人民文学出版社,8.6,55771 
许三观卖血记,余华, 南海出版公司,8.7,55682 
万历十五年,[美] 黄仁宇, 生活·读书·新知三联书店,8.9,54166 
三生三世 十里桃花,唐七公子, 沈阳出版社,8.3,54138 
窗边的小豆豆,[日] 黑柳彻子 著, 南海出版公司,8.7,54009 
呼啸山庄,艾米莉·勃朗特, 人民文学出版社,8.4,53990 
悟空传,今何在, 光明日报出版社,8.4,53564 
哈利·波特与死亡圣器,[英] J. K. 罗琳, 人民文学出版社,8.9,53122 
天龙八部,金庸, 三联书店,9.1,53007 
撒哈拉的故事,三毛, 皇冠出版社,9,52883 
三国演义（全二册）,[明] 罗贯中, 人民文学出版社,9.2,52278 
遇见未知的自己,张德芬, 华夏出版社,8.1,51964 
黄金时代,王小波, 花城出版社,8.8,51868 
第一次的亲密接触,蔡智恒, 知识出版社,7.4,51521 
少有人走的路,[美] M·斯科特·派克, 吉林文史出版社,8.3,51369 
民主的细节,刘瑜, 上海三联书店,8.6,51166 
洛丽塔,[美] 弗拉基米尔·纳博科夫, 上海译文出版社,7.7,50973 
素年锦时,安妮宝贝, 作家出版社,7.8,50609 
一座城池,韩寒, 二十一世纪出版社,7.4,50127 
老人与海,海明威, 上海译文出版社,8.3,49751 
亲爱的安德烈,龙应台, 人民文学出版社,8.7,49714 
他的国,韩寒, 万卷出版公司,7.5,49059 
霍乱时期的爱情,[哥伦比亚] 加西亚·马尔克斯, 南海出版公司,8.9,48897 
基督山伯爵,大仲马, 上海译文出版社,8.9,48082 
灿烂千阳,[美] 卡勒德·胡赛尼, 上海人民出版社,8.7,47923 
彼岸花,安妮宝贝, 南海出版公司,7.8,47889 
麦田里的守望者,[美国] J. D. 塞林格, 译林出版社,7.9,47581 
笑傲江湖（全四册）,金庸, 生活·读书·新知三联书店,8.9,47508 
八月未央,安妮宝贝, 作家出版社,7.5,47267 
1Q84 BOOK 2,[日] 村上春树, 南海出版公司,8.4,46937 
福尔摩斯探案全集（上中下）,[英] 阿·柯南道尔, 群众出版社,9.2,46645 
百年孤独,[哥伦比亚] 加西亚·马尔克斯, 上海译文出版社,8.9,46374 
岛上书店,[美] 加布瑞埃拉·泽文, 江苏凤凰文艺出版社,7.7,46148 
蔡康永的说话之道,蔡康永 著, 沈阳出版社,7.2,45994 
西决,笛安, 长江文艺出版社,8,45222 
情书,[日] 岩井俊二, 天津人民出版社,8.6,44778 
茶花女,小仲马, 外国文学出版社,8.1,44657 
牧羊少年奇幻之旅,[巴西]保罗·柯艾略, 南海出版公司,8.7,44575 
清醒纪,安妮宝贝, 天津人民出版社,7.9,44363 
神雕侠侣,金庸, 三联书店,8.8,43166 
芒果街上的小屋,[美国] 桑德拉·希斯内罗丝, 译林出版社,7.8,42984 
这些都是你给我的爱,文：安东尼, 长江文艺出版社,8.4,42787 
会有天使替我爱你,明晓溪, 新世界出版社,6.8,41761 
当我谈跑步时我谈些什么,[日] 村上春树, 南海出版公司,8.1,41436 
人生若只如初见,安意如, 天津教育出版社,7.3,41083 
喜宝,亦舒, 新世界出版社,8.1,40977 
这些人，那些事,吴念真, 译林出版社,8.8,40734 
泡沫之夏,明晓溪, 新世界出版社,7,40694 
羊脂球,（法）莫泊桑, 北京燕山出版社,8.1,40662 
鲁滨逊漂流记,[英] 笛福, 广西民族出版社,7.9,40546 
陪安东尼度过漫长岁月,安东尼, 长江文艺出版社,8.4,40431 
山楂树之恋,艾米, 江苏文艺出版社,7.9,40165 
且听风吟,[日] 村上春树, 上海译文出版社,7.8,39069 
钢铁是怎样炼成的,[苏] 尼·奥斯特洛夫斯基, 译林出版社,7.6,39013 
巴黎圣母院,[法]雨果, 人民文学出版社,8.3,38918 
明朝那些事儿（贰）,当年明月, 中国友谊出版公司,8.9,38855 
地下铁,幾米, 辽宁教育出版社,8.3,38653 
小团圆,张爱玲, 北京十月文艺出版社,7.6,38636 
年华是无效信,落落, 春风文艺出版社,7.6,38521 
一个陌生女人的来信,[奥] 斯台芬·茨威格, 上海译文出版社,8.7,38105 
货币战争,宋鸿兵 编著, 中信出版社,7.3,37909 
左手倒影，右手年华。,郭敬明, 上海译文出版社,6.7,36999 
在路上,[美] 杰克·凯鲁亚克, 上海译文出版社,7.8,36928 
告别薇安,安妮宝贝, 中国社会科学出版社,7.5,36595 
华胥引（全二册）,唐七公子, 现代出版社,8.6,36300 
原来你还在这里,辛夷坞, 朝华出版社,7.7,36267 
沉默的大多数,王小波, 中国青年出版社,9,36174 
撒哈拉的故事,三毛, 哈尔滨出版社,9.2,36093 
红玫瑰与白玫瑰,张爱玲, 花城出版社,8.3,35992 
兄弟（下）,余华, 上海文艺出版社,7.5,35301 
左耳,饶雪漫, 当代世界出版社,7.1,35243 
二三事,安妮宝贝, 南海出版公司,7.7,35210 
零下一度,韩寒, 上海人民出版社,7.2,35073 
佳期如梦,匪我思存, 新世界出版社,8,35065 
肖申克的救赎,[美] 斯蒂芬·金, 人民文学出版社,9.1,34977 
偷影子的人,(法)马克·李维, 湖南文艺出版社,7.9,34890 
鬼吹灯之精绝古城,天下霸唱, 安徽文艺出版社,8.1,34747 
月亮忘記了,幾米, 格林,8.5,34715 
白鹿原,陈忠实, 人民文学出版社,8.6,34640 
像少年啦飞驰,韩寒, 作家出版社,7.3,34475 
时间旅行者的妻子,[美] 奥德丽·尼芬格, 人民文学出版社,8.1,34393 
幻夜,〔日〕东野圭吾, 南海出版公司,7.6,34334 
安徒生童话故事集,（丹麦）安徒生, 人民文学出版社,9.1,34296 
呐喊,鲁迅, 人民文学出版社,8.8,34277 
此间的少年,江南, 华文出版社,8.4,34235 
常识,梁文道, 广西师范大学出版社,8.1,33970 
一個人住第5年,高木直子, 大田,8.4,33698 
步步惊心,桐华, 民族出版社,8.1,33366 
小时代2.0虚铜时代,郭敬明, 长江文艺出版社,6.5,33154 
我们台湾这些年,廖信忠, 重庆出版集团,7.4,33152 
失恋33天,鲍鲸鲸, 中信出版社,8.1,33099 
半生缘,张爱玲, 北京十月文艺出版社,8.6,32462 
明朝那些事儿（叁）,当年明月, 中国友谊出版公司,8.9,32373 
人间失格,太宰治, 吉林出版集团有限责任公司,8.3,32357 
孤独六讲,蒋勋, 广西师范大学出版社,8.1,32232 
被窝是青春的坟墓,七堇年, 长江文艺出版社,7.8,32208 
关于莉莉周的一切,[日] 岩井俊二, 天津人民出版社,7.7,32069 
东方快车谋杀案,[英] 阿加莎·克里斯蒂, 人民文学出版社,9,32050 
盗墓笔记2,南派三叔, 中国友谊出版公司,8.2,31558 
了不起的盖茨比,菲茨杰拉德, 人民文学出版社,8.3,31363 
射雕英雄传（全四册）,金庸, 生活·读书·新知三联书店,8.9,31065 
1Q84 BOOK 3,[日] 村上春树, 南海出版公司,7.6,30790 
无人生还,[英] 阿加莎・克里斯蒂, 人民文学出版社,8.9,30384 
水仙已乘鲤鱼去,张悦然, 作家出版社,7.8,30357 
明朝那些事儿（1-9）,当年明月, 中国海关出版社,9.1,30219 
荆棘鸟,[澳] 考琳·麦卡洛, 译林出版社,8.6,30177 
明朝那些事儿（肆）,当年明月, 中国友谊出版公司,8.8,29877 
无声告白,[美] 伍绮诗, 江苏凤凰文艺出版社,8.2,29819 
大地之灯,七堇年, 长江文艺出版社,8.2,29713 
草样年华,孙睿, 远方出版社,7.2,29255 
爱你就像爱生命,王小波, 上海锦绣文章出版社,8.8,29222 
当我们谈论爱情时我们在谈论什么,[美] 雷蒙德·卡佛, 译林出版社,7.8,29180 
巴别塔之犬,[美] 卡罗琳·帕克丝特, 南海出版公司,7.7,28964 
哭泣的骆驼,三毛, 哈尔滨出版社,8.9,28881 
乌合之众,(法)古斯塔夫.勒庞, 中央编译出版社,8.3,28864 
寻路中国,[美] 彼得·海斯勒, 上海译文出版社,9,28672 
麦琪的礼物,[美] 欧·亨利, 上海社会科学院出版社,8.6,28313 
盗墓笔记3,南派三叔, 中国友谊出版公司,8.4,28129 
阿Q正传,鲁迅, 上海书店出版社,8.6,27957 
乖，摸摸头,大冰, 湖南文艺出版社,7.6,27937 
尘埃落定,阿来, 人民文学出版社,8.4,27902 
格林童话全集,格林兄弟, 人民文学出版社,8.9,27748 
东霓,笛安, 长江文艺出版社,8.2,27729 
皮囊,蔡崇达, 天津人民出版社,7.8,27700 
动物农场,[英] 乔治·奥威尔, 上海译文出版社,9.2,27683 
骆驼祥子,老舍, 人民文学出版社,8.2,27560 
谁动了我的奶酪？,[美] 斯宾塞·约翰逊, 中信出版社,7.2,27523 
机器猫哆啦A梦23,藤子・F・不二雄, 吉林美术出版社,9.4,27516 
1984,[英] 乔治·奥威尔, 北京十月文艺出版社,9.3,27360 
明朝那些事儿（伍）,当年明月, 中国友谊出版公司,8.8,27227 
橙,安东尼, 长江文艺出版社,8.3,27019 
蔷薇岛屿,安妮宝贝, 作家出版社,8,27010 
杜拉拉2华年似水,李可, 陕西师范大学出版社,7.3,26881 
历史深处的忧虑,林达, 生活·读书·新知三联书店,9,26723 
金锁记,张爱玲, 哈尔滨出版社,8.5,26656 
鹿鼎记（全五册）,金庸, 广州出版社 花城出版社,8.8,26462 
灌篮高手31,[日] 井上雄彦, 长春出版社,9.5,26422 
曾有一个人，爱我如生命,舒仪, 中国画报出版社,7.6,26384 
尘埃星球,落落, 长江文艺出版社,7.3,26364 
香水,[德] 帕·聚斯金德, 上海译文出版社,8.5,26288 
盗墓笔记4,南派三叔, 中国友谊出版公司,8.5,26220 
匆匆那年（上下）,九夜茴, 东方出版社,8.3,26110 
秘密,[澳] 朗达·拜恩, 中国城市出版社,7.3,26102 
光荣日（第一季）,韩寒, 二十一世纪出版社,6.9,26012 
不朽,落落, 长江文艺出版社,7.6,25933 
那些回不去的年少时光,桐华, 江苏文艺出版社,8.5,25651 
如何阅读一本书,[美] 莫提默·J. 艾德勒, 商务印书馆,8.5,25647 
悲惨世界（上中下）,[法] 雨果, 人民文学出版社,8.9,25591 
我的路,寂地, 北方妇女儿童出版社,8.6,25586 
长恨歌,王安忆, 南海出版公司,8.2,25549 
最初的爱情 最后的仪式,[英] 伊恩·麦克尤恩, 南京大学出版社,8,25327 
澜本嫁衣,七堇年, 长江文艺出版社,7,25221 
那些年，我们一起追的女孩,九把刀, 花山文艺出版社,8.2,25194 
看不见的城市,[意大利]伊塔洛·卡尔维诺, 译林出版社,8.8,25187 
海贼王,尾田荣一郎, 浙江人民美术出版社,9.5,25127 
樱桃之远,张悦然, 春风文艺出版社,7.5,24986 
史蒂夫·乔布斯传,[美] 沃尔特·艾萨克森, 中信出版社,8.7,24867 
原来你非不快乐,林夕, 广西师范大学出版社,7.2,24854 
佛祖在一号线,李海鹏, 文化艺术出版社,8.2,24818 
梦里花落知多少,三毛, 北京十月文艺出版社,8.8,24782 
菊与刀,（美）鲁思・本尼迪克特, 商务印书馆,8.2,24718 
天使与魔鬼,[美] 丹.布朗, 人民文学出版社,8.2,24703 
失落的秘符,[美] 丹·布朗, 人民文学出版社,7.5,24664 
伊豆的舞女,[日] 川端康成, 广西师范大学出版社,8.1,24653 
七夜雪,沧月, 北京十月文艺出版社,8.5,24578 
一只特立独行的猪,王小波, 北方文艺出版社,8.8,24467 
拆掉思维里的墙,古典, 中国书店,8,24451 
孩子你慢慢来,龙应台, 生活·读书·新知三联书店,8.8,24232 
飞鸟集,[印] 罗宾德拉纳德·泰戈尔, 哈尔滨出版社,8.8,24161 
第七天,余华, 新星出版社,6.8,24116 
世界尽头与冷酷仙境,[日] 村上春树, 上海译文出版社,8.5,23917 
一九八四·动物农场,[英] 乔治·奥威尔, 上海译文出版社,9.2,23890 
球状闪电,刘慈欣, 四川科学技术出版社,8.7,23876 
鬼吹灯之云南虫谷,天下霸唱, 安徽文艺出版社,8,23771 
欧也妮·葛朗台,巴尔扎克(法), 人民文学出版社,7.8,23594 
倚天屠龙记(共四册),金庸, 三联书店,8.5,23392 
红与黑,司汤达, 译林出版社,8.1,23367 
世界因你不同,李开复, 中信出版社,8.1,23274 
生活在别处,[捷克] 米兰·昆德拉, 上海译文出版社,8.3,23260 
偷书贼,[澳] 马克斯·苏萨克, 南海出版公司,8,23259 
岛,[英] 维多利亚·希斯洛普, 南海出版公司,7.7,23184 
须臾,落落, 长江文艺出版社,7.6,23166 
阿狸·梦之城堡,hans, 上海锦绣文章出版社,9,23024 
我执,梁文道, 广西师范大学出版社,8,23020 
ZOO,[日] 乙一, 当代世界出版社,8.6,23019 
盗墓笔记6,南派三叔, 中国友谊出版公司,8.4,22847 
把时间当作朋友,李笑来, 电子工业出版社,8.6,22805 
国境以南 太阳以西,[日] 村上春树, 上海译文出版社,8.2,22715 
盗墓笔记5,南派三叔, 中国友谊出版公司,8.4,22661 
明朝那些事儿（柒）：大结局,当年明月, 中国海关出版社,9,22537 
明朝那些事儿（陆）,当年明月, 中国海关出版社,8.9,22502 
全世爱,苏小懒, 长江文艺出版社,7.8,22410 
暮色,[美] 斯蒂芬妮·梅尔, 接力出版社,7.7,22381 
心是孤独的猎手,[美] 卡森·麦卡勒斯, 上海三联书店,8.5,22243 
绾青丝Ⅰ,波波, 花山文艺出版社,7.6,22124 
刀锋,[英]毛姆, 上海译文出版社,9,22077 
七龍珠 34,鸟山明, 東立,9.2,22010 
一个人的朝圣,【英】蕾秋·乔伊斯, 北京联合出版公司,8.1,21996 
行者无疆,余秋雨, 华艺出版社,7.7,21864 
影响力,[美] 罗伯特·西奥迪尼, 中国人民大学出版社,8.6,21858 
盗墓笔记7,南派三叔, 时代文艺出版社,8.4,21839 
一个陌生女子的来信,[奥] 茨威格, 中国社会科学出版社,8.5,21822 
失乐园,渡边淳一, 文化艺术出版社,7.5,21807 
鬼吹灯之龙岭迷窟,天下霸唱, 安徽文艺出版社,7.9,21768 
檞寄生,蔡智恒, 中国戏剧出版社,7.6,21573 
我的奋斗,罗永浩, 云南人民出版社,7.3,21563 
水浒传（全二册）,[明] 施耐庵, 人民文学出版社,8.5,21532 
死亡筆記 1,大場鶇, 文化傳信,8.9,21414 
冰与火之歌（卷一）,[美] 乔治·R. R. 马丁, 重庆出版社,9.3,21410 
面包树上的女人,张小娴, 南海出版公司,7.7,21357 
京华烟云,林语堂, 陕西师范大学出版社,8.5,21317 
沙漏,饶雪漫, 当代世界出版社,6.9,21266 
我的名字叫红,[土耳其] 奥尔罕·帕慕克, 上海人民出版社,7.8,21259 
那些生命中温暖而美好的事情,落落, 黑龙江美术出版社,8.3,21155 
岁月是朵两生花,唐七公子, 北方妇儿,7.5,21153 
富爸爸，穷爸爸,（美）罗伯特・T・清崎, 世界图书出版公司,8.2,21137 
我的心中每天开出一朵花,幾米, 辽宁教育出版社,8.5,21107 
查令十字街84号,[美] 海莲·汉芙, 译林出版社,8.4,21095 
中国历代政治得失,钱穆, 生活·读书·新知三联书店,9.1,21015 
城南旧事,林海音 文, 中国青年出版社,8.9,20975 
你一定爱读的极简欧洲史,约翰·赫斯特（John Hirst）, 广西师范大学出版社,8.3,20933 
翻译官,纪媛媛, 人民文学出版社,7.4,20875 
江城,[美] 彼得·海斯勒, 上海译文出版社,9,20863 
雷雨,曹禺, 人民文学出版社,8.5,20756 
设计中的设计,[日] 原研哉, 山东人民出版社,8.6,20740 
泡沫之夏Ⅱ,明晓溪, 新世界出版社,7.2,20669 
流星之绊,（日）东野圭吾, 南海出版公司,7.7,20602 
通稿2003,韩寒, 作家出版社,7.6,20572 
幽游白书（全19册）,冨樫義博, 河南大学出版社,8.9,20524 
秘密,[日] 东野圭吾, 海南出版社,7.7,20512 
大漠谣,桐华, 河南文艺出版社,7.9,20439 
乱马1/2,高桥留美子, 吉林美术出版社,8.6,20367 
时生,〔日〕东野圭吾, 南海出版公司,7.7,20343 
西游记（全二册）,吴承恩, 人民文学出版社,8.7,20280 
不去会死！,[日] 石田裕辅, 上海译文出版社,8.2,20242 
第三种爱情,自由行走, 内蒙古文化出版社,7.8,20161 
泡沫之夏Ⅲ,明晓溪, 新世界出版社,7.2,20125 
华莱士人鱼,[日] 岩井俊二, 南海出版公司,7.8,20123 
青春,韩寒, 湖南人民出版社,7.9,20037 
夏洛的网,[美] E.B.怀特, 上海译文出版社,8.5,20007 
摆渡人,[英]克莱儿·麦克福尔, 百花洲文艺出版社,7,20001 
变形记,[奥] 卡夫卡, 浙江文艺出版社,8.3,19895 
悲观主义的花朵,廖一梅, 新星出版社,7.7,19700 
我在回忆里等你,辛夷坞, 江苏文艺出版社,7.7,19656 
宿命,[日] 东野圭吾, 南海出版公司,7.5,19651 
那小子真帅,[韩] 可爱淘, 世界知识出版社,6.6,19610 
鬼吹灯之昆仑神宫,天下霸唱, 安徽文艺出版社,7.8,19601 
朝花夕拾,鲁迅, 人民文学出版社,8.6,19464 
时间简史,[英] 史蒂芬·霍金, 湖南科学技术出版社,8.8,19197 
爱与痛的边缘,郭敬明, 东方出版中心,6.7,19197 
狂人日记,鲁迅, 京华出版社,8.6,19192 
舞！舞！舞！,[日] 村上春树, 上海译文出版社,8.2,19137 
盗墓笔记8·大结局（下）,南派三叔, 上海文化出版社,7.7,19113 
局外人,[法] 阿尔贝·加缪, 上海译文出版社,9,19105 
千年一叹,余秋雨, 作家出版社,7.6,19048 
数字城堡,[美] 丹·布朗, 人民文学出版社,7.3,19045 
高效能人士的七个习惯（精华版）,[美] 史蒂芬·柯维, 中国青年出版社,8.2,18938 
有一天啊，宝宝……,蔡康永, 当代世界出版社,8.5,18924 
少年维特的烦恼,[德] 歌德, 人民文学出版社,7.7,18879 
瓦尔登湖,[美] 梭罗, 上海译文出版社,8.4,18863 
激荡三十年（上）,吴晓波, 中信出版社 浙江人民出版社,8.8,18824 
誓鸟,张悦然, 光明日报出版社,7.6,18776 
杂的文,韩寒, 万卷出版公司,7.8,18754 
那些男孩教我的事,蔡康永, 当代世界出版社,7.6,18699 
人性的弱点全集,[美] 戴尔·卡耐基, 中国发展出版社,8.3,18689 
九州·缥缈录,江南, 新世界出版社,8.8,18562 
占星术杀人魔法,[日] 岛田庄司, 新星出版社,8.4,18535 
花季雨季,郁秀, 海天出版社,7.2,18484 
海底两万里,[法国] 儒尔·凡尔纳, 译林出版社,8.4,18372 
野火集,龙应台, 文汇出版社,8.8,18199 
寻羊冒险记,[日] 村上春树, 上海译文出版社,8.1,18180 
项链,[法] 莫泊桑, 河北教育出版社,8.3,18141 
左耳,饶雪漫, 当代世界出版社,7.3,17932 
妻妾成群,苏童, 上海文艺出版社,8.2,17922 
许我向你看,辛夷坞, 河南文艺出版社,7.8,17829 
变身,[日]东野圭吾, 南海出版社,7.1,17801 
退步集,陈丹青, 广西师范大学出版社,8.1,17798 
可爱的洪水猛兽,韩寒, 万卷出版公司,8.1,17772 
爱尔兰咖啡,蔡智恒, 知识出版社,6.9,17461 
来不及说我爱你,匪我思存, 新世界出版社,8.1,17424 
独步天下（上下卷）,李歆, 朝华出版社,8.1,17422 
带一本书去巴黎,林达, 生活·读书·新知三联书店,8.5,17412 
云中歌1,桐华, 作家出版社,8.2,17395 
山月不知心底事,辛夷坞, 朝华出版社,7.6,17321 
我只能為你畫一張小卡片,幾米, 大塊文化出版股份有限公司,8.5,17316 
村上春树：没有色彩的多崎作和他的巡礼之年,村上春树, 南海出版公司,8.3,17236 
中国大历史,黄仁宇, 生活·读书·新知三联书店,8.3,17224 
我的精神家园,王小波, 文化艺术出版社,9,17149 
千山暮雪,匪我思存, 新世界出版社,7.3,17141 
海子的诗,海子, 人民文学出版社,8.9,17111 
天是红河岸,篠原千绘, 日本小学馆,8.7,17045 
寂寞空庭春欲晚,匪我思存, 新世界出版社,7.8,17024 
陆犯焉识,严歌苓, 作家出版社,8.7,16936 
后宫·甄嬛传Ⅰ,流潋紫, 花山文艺出版社,8.1,16902 
尼罗河上的惨案,[英] 阿加莎·克里斯蒂, 人民文学出版社,8.7,16895 
十爱,张悦然, 作家出版社,7.2,16796 
我所理解的生活,韩寒, 浙江文艺出版社,7.7,16697 
第一炉香,张爱玲, 花城出版社,8.3,16659 
蔓蔓青萝（全2册）,桩桩, 重庆出版社,7.5,16573 
浪潮之巅,吴军, 电子工业出版社,9.1,16551 
动物凶猛,王朔, 中国电影出版社,8.2,16518 
圣女的救济,[日] 东野圭吾, 当代世界出版社,7.7,16482 
LA流浪记,蔡康永, 当代世界出版社,8.3,16453 
梦回大清,金子, 朝华出版社,7.6,16444 
"子不语(1,2)",夏达, 新世纪出版社,9.1,16366 
我不喜欢这世界，我只喜欢你,乔一, 湖南少年儿童出版社,8.2,16313 
藏地密码1,何马, 重庆出版社,7.5,16266 
NANA（1-13）,[日] 矢泽爱, 内蒙古人民出版社,9.1,16263 
照相本子,幾米, 大塊文化出版公司,8.4,16262 
观念的水位,刘瑜, 浙江大学出版社,8.3,16218 
背包十年,小鹏, 中信出版社,7.4,16140 
自控力,[美]  凯利·麦格尼格尔, 文化发展出版社(原印刷工业出版社),8.2,16112 
怪诞心理学,[英] 理查德·怀斯曼, 天津教育出版社,7.3,16064 
别相信任何人,[英]S.J.沃森, 中信出版社,6.9,16029 
烈火如歌,明晓溪, 新世界出版社,7.4,15990 
凤囚凰（上中）,天衣有风, 河南文艺出版社,8,15951 
教父,[美]马里奥·普佐, 译林出版社,8.9,15912 
花千骨（上下）,Fresh果果, 北方妇女儿童出版社,7.4,15865 
迟到的间隔年,孙东纯, 中信出版社,7.8,15831 
人类简史,[以色列]尤瓦尔·赫拉利, 中信出版社,9.3,15788 
你在天堂里遇见的五个人,[美] 米奇·阿尔博姆, 上海译文出版社,8.1,15632 
一千零一夜,None, 人民文学出版社,8.6,15625 
幸福了吗?,白岩松, 长江文艺出版社,8.1,15604 
我与地坛,史铁生, 春风文艺出版社,9,15578 
白银时代,王小波, 花城出版社,8.3,15569 
父与子全集,[德] 埃·奥·卜劳恩 绘, 中国工人出版社,9.1,15565 
姑获鸟之夏,[日] 京极夏彦, 上海人民出版社,8.1,15411 
最好的我们,八月长安, 湖南文艺出版社,8.8,15410 
巨流河,齐邦媛, 生活·读书·新知三联书店,8.7,15410 
雾都孤儿,[英]狄更斯, 上海译文出版社,8.1,15368 
墨迹,曾子墨, 长江文艺出版社,6.8,15310 
相约星期二,[美] 米奇·阿尔博姆, 上海译文出版社,8.4,15305 
蔡康永的說話之道,蔡康永, 如何出版社有限公司,7.5,15236 
万物生长,冯唐, 云南美术出版社,7.7,15199 
明朝那些事儿,当年明月, 浙江人民出版社,9.2,15188 
哈姆莱特,[英] 莎士比亚, 人民文学出版社,8.4,15178 
东宫,匪我思存, 新世界出版社,7.5,15142 
地狱的第19层,蔡骏, 接力出版社,6.8,15130 
娱乐至死,[美] 尼尔·波兹曼, 广西师范大学出版社,8.6,15053 
又寂寞又美好,幾米, 辽宁教育出版社,8.5,15049 
天黑以后,[日] 村上春树, 上海译文出版社,7.3,15035 
朗读者,[德] 本哈德·施林克, 译林出版社,8.3,15029 
毕业那天我们一起失恋,何员外, 上海人民出版社,6.8,15022 
盗墓笔记8·大结局（上）,南派三叔, 上海文化出版社,8,15018 
文学回忆录（全2册）,木心 口述, 广西师范大学出版社,9.2,14983 
大象的眼泪,[美] 莎拉·格鲁恩, 上海人民出版社,7.1,14927 
小姨多鹤,严歌苓, 作家出版社,8.5,14906 
像我这样笨拙地生活,廖一梅, 中信出版社,7.4,14900 
连城诀,金庸, 三联书店,7.6,14881 
雪山飞狐,金庸, 三联书店,7.6,14785 
旅行的艺术,[英] 阿兰·德波顿, 上海译文出版社,8.3,14782 
罗杰疑案,[英] 阿加莎·克里斯蒂, 人民文学出版社,8.9,14748 
人气绘本天后高木直子作品典藏（全6册）,[日] 高木直子, 陕西师范大学出版社,8.2,14659 
毒,韩寒, 中国青年出版社,7.1,14591 
星空,幾米, 大塊文化,9,14581 
万物有灵且美,[英] 吉米·哈利, 中国城市出版社,8.8,14328 
